X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_NAME,CHAIN_NAME,CHAIN_ESTABLISHMENT,SITE_ADDRESS
-122.358904713239,47.2978761822274,3304,353306,0,350,Fred Meyer #111 Seafood Shop,Fred Meyer Inc #111,33702 21ST AVE SW,98023,Federal Way,,Meat/Sea Food,III,PR0071973,FRED MEYER INC #111,TULLYS,Y,"33702 21ST AV SW
"
-122.358710158125,47.691702189042,3305,353307,0,350,Fred Meyer #122 Bakery,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Bakery-no seating,II, , , , ," 
"
-122.358710158125,47.691702189042,3306,353308,0,350,Fred Meyer #122 Deli,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 0-12,III, , , , ," 
"
-122.358710158125,47.691702189042,3307,353309,0,350,Fred Meyer #122 Grocery,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Grocery Store-no seating,I, , , , ," 
"
-122.358710158125,47.691702189042,3308,353310,0,350,Fred Meyer #122 Meat/Seafood,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Meat/Sea Food,III, , , , ," 
"
-122.358710158125,47.691702189042,3309,353311,0,350,Fred Meyer #122 Starbucks,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 13-50,II, , , , ," 
"
-122.358710158125,47.691702189042,3310,353312,0,350,Fred Meyer #122/Cheese,Fred Meyer #122,100 NW 85TH ST,98117,Seattle,(206) 276-0010,Seating 0-12,II, , , , ," 
"
-122.292315487096,47.723697006782,3311,353313,0,350,Fred Meyer #179 Deli,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Seating 13-50,III,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
-122.292315487096,47.723697006782,3312,353314,0,350,Fred Meyer #179 Grocery,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Grocery Store-no seating,I,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
-122.292315487096,47.723697006782,3313,353315,0,350,Fred Meyer #179 Meat,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Meat/Sea Food,III,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
-122.292315487096,47.723697006782,3314,353316,0,350,Fred Meyer #179 Seafood,Fred Meyer Inc #179,13000 LAKE CITY WAY NE,98125,Seattle,,Meat/Sea Food,III,PR0042817,FRED MEYER INC #179,FRED MEYER,Y,"13000 LAKE CITY WAY NE
"
-122.218120000379,47.478529998737,3315,353317,0,350,Fred Meyer #3459 - Bakery,Fred Meyer Inc #459,365 RENTON CENTER WAY SW,98057,Renton,(503) 797-3885,Bakery-no seating,II,PR0076246,FRED MEYER INC #459,TULLYS,Y,"365 RENTON CENTER WAY SW
"
-122.218120000379,47.478529998737,3316,353318,0,350,Fred Meyer #459 - Grocery,Fred Meyer Inc #459,365 RENTON CENTER WAY SW,98057,Renton,(503) 797-3885,Grocery Store-no seating,I,PR0076246,FRED MEYER INC #459,TULLYS,Y,"365 RENTON CENTER WAY SW
"
-122.368816999817,47.660213998646,3317,353319,0,350,Fred Meyer #608,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Bakery-no seating,II, , , , ," 
"
-122.368816999817,47.660213998646,3318,353320,0,350,Fred Meyer #608 - Seafood,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Meat/Sea Food,III, , , , ," 
"
-122.018688000192,47.3641829991127,3319,353321,0,350,Fred Meyer #682 Bakery,Fred Meyer #682,26520 MAPLE VALLEY BLK DIAMOND RD SE,98038,Maple Valley,(206) 808-0303,Bakery-no seating,II, , , , ," 
"
-122.018688000192,47.3641829991127,3320,353322,0,350,Fred Meyer #682 Deli,Fred Meyer #682,26520 MAPLE VALLEY BLK DIAMOND RD SE,98038,Maple Valley,(206) 808-0303,Seating 13-50,III, , , , ," 
"
-122.018688000192,47.3641829991127,3321,353323,0,350,Fred Meyer #682 Grocery,Fred Meyer #682,26520 MAPLE VALLEY BLK DIAMOND RD SE,98038,Maple Valley,(206) 808-0303,Grocery Store-no seating,II, , , , ," 
"
-122.018688000192,47.3641829991127,3322,353324,0,350,Fred Meyer #682 Meat,Fred Meyer #682,26520 MAPLE VALLEY BLK DIAMOND RD SE,98038,Maple Valley,(206) 808-0303,Meat/Sea Food,III, , , , ," 
"
-122.018688000192,47.3641829991127,3323,353325,0,350,Fred Meyer #682 Starbucks,Fred Meyer #682,26520 MAPLE VALLEY BLK DIAMOND RD SE,98038,Maple Valley,(206) 808-0303,Seating 13-50,II, , , , ," 
"
-122.348068786689,47.762126728906,3324,353326,0,350,Fred Meyer Inc #013,Fred Meyer Inc #013,18325 AURORA AVE N,98133,Shoreline,,Grocery Store-no seating,I,PR0072068,FRED MEYER INC #013,STARBUCKS,Y,"18325 AURORA AV N
"
-122.22635488143,47.3154901527622,3325,353327,0,350,Fred Meyer Inc #019,Fred Meyer Inc #019,801 AUBURN WAY N,98002,Auburn,,Seating 13-50,III, , , , ," 
"
-122.358904713239,47.2978761822274,3326,353328,0,350,Fred Meyer Inc #111,Fred Meyer Inc #111,33702 21ST AVE SW,98023,Federal Way,,Bakery-no seating,II,PR0071973,FRED MEYER INC #111,TULLYS,Y,"33702 21ST AV SW
"
-122.205439233662,47.3859946839386,3327,353329,0,350,Fred Meyer Inc #172,Fred Meyer Inc #172,10201 SE 240TH ST,98031,Kent,(503) 227-5616,Seating 13-50,III, , , , ," 
"
-122.205439233662,47.3859946839386,3328,353330,0,350,Fred Meyer Inc #172 - Grocery,Fred Meyer Inc #172,10201 SE 240TH ST,98031,Kent,(503) 227-5616,Grocery Store-no seating,I, , , , ," 
"
-122.205439233662,47.3859946839386,3329,353331,0,350,Fred Meyer Inc #172 - Starbucks,Fred Meyer Inc #172,10201 SE 240TH ST,98031,Kent,(503) 227-5616,Seating 0-12,II, , , , ," 
"
-122.205439233662,47.3859946839386,3330,353332,0,350,Fred Meyer Inc #172 Meat/Seafood,Fred Meyer Inc #172,10201 SE 240TH ST,98031,Kent,(503) 227-5616,Meat/Sea Food,III, , , , ," 
"
-122.218120000379,47.478529998737,3331,353333,0,350,Fred Meyer Inc #459,Fred Meyer Inc #459,365 RENTON CENTER WAY SW,98057,Renton,(503) 797-3885,Seating 13-50,III,PR0076246,FRED MEYER INC #459,TULLYS,Y,"365 RENTON CENTER WAY SW
"
-122.118477230051,47.3564115460263,3332,353334,0,350,Fred Meyer Inc #701-053 - Starbucks,Fred Meyer Inc #701-053,16735 SE 272ND ST,98042,Covington,(503) 227-5616,Seating 13-50,II, , , , ," 
"
-122.184846200338,47.7096570351249,3333,353335,0,350,Fred Meyer/Bakery,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Bakery-no seating,II, , , , ," 
"
-122.184846200338,47.7096570351249,3334,353336,0,350,Fred Meyer/Deli,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Seating 13-50,III, , , , ," 
"
-122.184846200338,47.7096570351249,3335,353337,0,350,Fred Meyer/Grocery,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Grocery Store-no seating,I, , , , ," 
"
-122.184846200338,47.7096570351249,3336,353338,0,350,Fred Meyer/Meat,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Meat/Sea Food,III, , , , ," 
"
-122.184846200338,47.7096570351249,3337,353339,0,350,Fred Meyer/Seafood,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Meat/Sea Food,III, , , , ," 
"
-122.184846200338,47.7096570351249,3338,353340,0,350,Fred Meyer/Starbucks,Fred Meyer  Inc #391,12221 120TH AVE,98034,Kirkland,,Seating 0-12,II, , , , ," 
"
-122.368816999817,47.660213998646,3339,353341,0,350,Fred Meyers Inc #608 Grocery,Fred Meyer #608,915 NW 45TH ST,98107,Seattle,(206) 297-4300,Grocery Store-no seating,I, , , , ," 
"
-122.039815160464,47.5468353073729,3340,353342,0,350,Fred Meyers Starbucks,Fred Meyer Inc #658,6190 E LAKE SAMMAMISH PKWY SE,98029,Issaquah,,Seating 0-12,II,PR0065188,FRED MEYER INC #658,FRED MEYER,Y,"6190 E LAKE SAMMAMISH PKWY SE
"
-122.325256998762,47.6756659990057,3341,353343,0,350,Frelard Tamales Llc,Frelard Tamales Llc,6412 LATONA AVE NE,98115,Seattle,(206) 370-9296,Seating 0-12,III, , , , ," 
"
-122.361830050648,47.6563689993417,3342,353344,0,350,Frellard Pizza Company,Frellard Pizza Company,4010 LEARY WAY NW,98107,Seattle,(206) 588-0030,Seating 13-50,III, , , , ," 
"
-122.349683581792,47.6623739204082,3343,353345,0,350,Fremont 76,Fremont 76,4600 FREMONT AVE N,98103,Seattle,(206) 323-8500,Seating 0-12,III, , , , ," 
"
-122.349733921195,47.6589951287085,3344,353346,0,350,Fremont Bowl,Fremont Bowl,4258 FREMONT AVE N STE #4262,98103,Seattle,(425) 679-9412,Seating 13-50,III, , , , ," 
"
-122.344377521575,47.6491903793372,3345,353347,0,350,Fremont Brewing Company,Fremont Brewing Company,3409 Woodland Park AVE N,98103,Seattle,(206) 300-9337,Seating 51-150,I, , , , ," 
"
-122.353051670605,47.6516660662227,3346,353348,0,350,Fremont Coffee Llc,Fremont Coffee Llc,459 N 36TH ST,98103,Seattle,(509) 449-1253,Seating 13-50,II, , , , ," 
"
-122.191396899387,47.6184548188187,3347,353349,0,350,French Bakery,The French Bakery,909 112th AVE NE #106,98004,Bellevue,(425) 957-1970,Seating 13-50,III, , , , ," 
"
-122.120951967439,47.6700994592162,3348,353350,0,350,"French Bakery Llc; The","French Bakery Llc; The",7330 164TH AVE NE STE E110A,98052,Redmond,(661) 600-7318,Seating 13-50,III, , , , ," 
"
-122.204682663122,47.6753689359427,3349,353351,0,350,"French Bakery/Kirkland; The","French Bakery/Kirkland; The",219 KIRKLAND AVE #102,98033,Kirkland,(425) 223-6761,Seating 13-50,III, , , , ," 
"
-122.20031394731,47.6177599799067,3350,353352,0,350,Fresh 'N More,Fresh 'N More,10500 NE 8TH ST #206,98004,Bellevue,(425) 381-5547,Seating 0-12,III, , , , ," 
"
-122.330697933871,47.6199064663655,3351,353353,0,350,Fresh Deli & Mart,Fresh Deli & Mart,209 YALE AVE N,98109,Seattle,(206) 949-0206,Seating 13-50,III, , , , ," 
"
-122.31603169954,47.5978113890382,3352,353354,0,350,Fresh Delivery Llc,Fresh Delivery Llc,10836 E MARGINAL WAY S,98168,Tukwila,(352) 328-9402,Caterer,III, , , , ," 
"
-122.31241154153,47.5994396092581,3353,353355,0,350,Fresh Every Thyme,Fresh Every Thyme,501 2ND AVE W 100,98119,Seattle,(206) 283-0619,Caterer,III, , , , ," 
"
-122.38731113331,47.686963163893,3354,353356,0,350,Fresh Fish Company,Fresh Fish Company,2364 NW 80TH ST,98117,Seattle,(206) 789-0826,Meat/Sea Food,III, , , , ," 
"
-122.317777089107,47.5989250193145,3355,353357,0,350,Fresh Fruit Juice & Bubble Tea,Fresh Fruit Juice & Bubble Tea,1043 S JACKSON ST #102,98104,Seattle,(206) 331-6131,Seating 0-12,II, , , , ," 
"
-122.288813950925,47.4721335286346,3356,353358,0,350,Fresh Green Market,Fresh Green Market,3425 S 146TH ST,98168,Tukwila,(206) 446-0065,Meat/Sea Food,III, , , , ," 
"
-122.197737768384,47.6105183386395,3357,353359,0,350,Fresh Juice Shop,Fresh Juice Shop,10630 Main ST,98004,Bellevue,(510) 374-9148,Seating 0-12,III, , , , ," 
"
-122.203591699735,47.6146150217818,3358,353360,0,350,Freshii Bellevue Square,Freshii Bellevue Square,2039 BELLEVUE SQUARE,98004,Bellevue,(360) 791-1117,Seating 0-12,III, , , , ," 
"
-122.150431370778,47.7550231987331,3359,353361,0,350,Freshii Restaurant,Freshii Restaurant,14184 NE WOODINVILLE DUVALL RD STE A,98072,Woodinville,(425) 985-2176,Seating 13-50,III, , , , ," 
"
-122.38685349327,47.5784046998323,3360,353362,0,350,Freshy'S,Freshy'S,2735 CALIFORNIA AVE SW,98116,Seattle,,Seating 13-50,III, , , , ," 
"
-122.340661110046,47.6082075392498,3361,353363,0,350,Freya Bakery & Cafe,Freya Bakery & Cafe,1426 WESTERN AVE,98101,Seattle,(206) 334-1198,Seating 13-50,II, , , , ," 
"
-122.392016480634,47.6684539594034,3362,353364,0,350,Freya Cafe,Freya,2655 NW MARKET ST,98107,Seattle,(206) 789-5707,Seating 13-50,III, , , , ," 
"
-122.354921969156,47.7053157176479,3363,353365,0,350,Friendly Food Mart,Friendly Food Mart,10500 GREENWOOD AVE N,98133,Seattle,(425) 745-8059,Grocery Store-no seating,I, , , , ," 
"
-122.326286649517,47.5657672494724,3364,353366,0,350,Friends Of Recovery Cafe,Friends Of Recovery Cafe,4202 6TH AVE S,98108,Seattle,(206) 374-8731,Non-Profit Institution,III, , , , ," 
"
-122.344563071671,47.7274887190338,3365,353367,0,350,Friendship Bbq Restaurant,Friendship Bbq Restaurant,13520 AURORA AVE N,98133,Seattle,(206) 871-6081,Seating 51-150,III, , , , ," 
"
-122.298671068726,47.6622077089979,3366,353368,0,350,Froglegs,Froglegs,2643 NE VILLAGE LN,98105,Seattle,(206) 652-8742,Bakery-no seating,II, , , , ," 
"
-122.355740000206,47.6238399989409,3367,353369,0,350,From V With Love Cakes,From V With Love Cakes,2601 S MCCLELLAN ST,98144,Seattle,(206) 250-3494,Bakery-no seating,II, , , , ," 
"
-122.309558513245,47.4952963120776,3368,353370,0,350,Frontside Grind @ 12000 Des Moines,Frontside Grind,12000 DES MOINES MEMORIAL DR S,98168,Burien,(229) 246-5694,Limited Food Services,, , , , ," 
"
-122.163929031409,47.5427119389914,3369,353371,0,350,Frosty Barrel,Frosty Barrel,13197 NEWCASTLE COMMONS DR,98059,Newcastle,(206) 355-9902,Seating 13-50,II, , , , ," 
"
-122.211657730689,47.2927203602384,3370,353372,0,350,Frugals,Frugals,1817 HOWARD RD,98002,Auburn,(253) 333-0990,Seating 0-12,III, , , , ," 
"
-122.154315754478,47.6270254412346,3371,353373,0,350,Frying Fish,Frying Fish,1915 140TH AVE NE,98005,Bellevue,(425) 985-6668,Seating 51-150,III, , , , ," 
"
-122.307096001165,47.6247449986722,3372,353374,0,350,Fuel Coffee,Fuel Coffee,610 19TH AVE E,98112,Seattle,(206) 229-6478,Seating 13-50,III, , , , ," 
"
-122.301836957897,47.6395506689902,3373,353375,0,350,Fuel Coffee #2,Fuel Coffee #2,2300 24th AVE E,98112,Seattle,(206) 322-1058,Seating 13-50,III, , , , ," 
"
-122.377175146532,47.687962119851,3374,353376,0,350,Fuel Sport Grill,Fuel Sport Grill,8037 15TH AVE NW,98117,Seattle,(206) 276-8003,Seating 51-150,III, , , , ," 
"
-122.370270001775,47.628293998804,3375,353377,0,350,Fuji Bakery,Fuji Bakery,1030 ELLIOTT AVE W,98119,Seattle,(206) 216-3616,Seating 13-50,II, , , , ," 
"
-122.120328937582,47.6697099826938,3376,353378,0,350,Fuji Steakhouse,Fuji Steakhouse,7730 164 TH AVE NE STE E255,98052,Redmond,(425) 533-7773,Seating 151-250,III, , , , ," 
"
-122.326722314012,47.6002071317201,3377,353379,0,350,Fuji Sushi,Fuji Sushi,520 S MAIN ST,98104,Seattle,(253) 223-9491,Seating 51-150,III, , , , ," 
"
-122.153369381445,47.4440341688737,3378,353380,0,350,Fuji Teriyaki,Fuji Teriyaki,17650 140TH AVE SE,98058,Renton,(206) 850-6241,Seating 13-50,III, , , , ," 
"
-122.33357747038,47.5921744360732,3379,353381,0,350,Fuku,T-Mobile Park,151 S ROYAL BROUGHAM WAY,98134,Seattle,,Seating 0-12,III, , , , ," 
"
-122.342630001267,47.6166099991566,3380,353382,0,350,Fulcrum Cafe,Fulcrum Cafe,590 BELL ST,98121,Seattle,(425) 754-0365,Seating 13-50,II, , , , ," 
"
-122.362760001133,47.55164999905,3381,353383,0,350,Full Belly / Corndoggery,Full Belly / Corndoggery,15006 76TH AVE E,98375,Puyallup,(253) 820-3643,Mobile Food Unit,III, , , , ," 
"
-122.330071878036,47.5271136992863,3382,353384,0,350,Full Circle,Full Circle,432 S CLOVERDALE ST,98108,Seattle,(206) 931-9067,Grocery Store-no seating,I, , , , ," 
"
-122.235669745698,47.4411113410163,3383,353385,0,350,Full Life Care,Full Life Care,7829 S 180TH ST,98032,Kent,(206) 224-3761,Non-Profit Institution,III, , , , ," 
"
-122.383955504152,47.667891917376,3384,353386,0,350,Full Tilt Ballard,Full Tilt Ballard,5453 LEARY WAY NW,98107,Seattle,(206) 297-3000,Seating 13-50,II, , , , ," 
"
-122.283798954731,47.5559557683483,3385,353387,0,350,Full Tilt Columbia City,Full Tilt Columbia City,5101 RAINIER AVE S,98118,Seattle,(206) 255-4271,Seating 0-12,II, , , , ," 
"
-122.355418381684,47.5165665436578,3386,353388,0,350,Full Tilt Ice Cream,Full Tilt Ice Cream,9629 16TH AVE SW A,98106,Seattle,(206) 963-5038,Seating 0-12,II, , , , ," 
"
-122.323948458374,47.5182103286858,3387,353389,0,350,Full Tilt Ice Cream (Kc297),Full Tilt Ice Cream (Kc297),9411 8TH AVE S #3A,98108,Seattle,(206) 963-5038,Mobile Food Unit,II, , , , ," 
"
-122.33901999914,47.6162799993697,3388,353390,0,350,Fuller Food Llc Dba Ma'Ono,Fuller Food Llc Dba Ma'Ono,2112 7TH AVE STE 3C,98121,Seattle,(206) 390-0716,Seating 13-50,III, , , , ," 
"
-122.377768449677,47.5617126691583,3389,353391,0,350,Fuller Nutri-Fuel,Fuller Nutri-Fuel,6855 176TH AVE NE STE 200,98052,Redmond,(206) 639-4889,Caterer,III, , , , ," 
"
-122.181576999957,47.7013999987276,3390,353392,0,350,Fumie'S Gold,Fumie'S Gold,11251 120TH AVE NE #110,98033,Kirkland,(425) 223-2081,Caterer,II, , , , ," 
"
-122.344926752342,47.6947301549588,3391,353393,0,350,Fushen Seafood Chinese Restaurant,Fushen Seafood Chinese Restaurant,9019 AURORA AVE N,98103,Seattle,(206) 624-3888,Seating 51-150,III, , , , ," 
"
-122.362691187777,47.3014283316916,3392,353394,0,350,Fusion Tea & More,Fusion Tea & More,2138 SW 336TH ST,98023,Federal Way,(858) 205-8016,Seating 0-12,II, , , , ," 
"
-122.32767000006,47.6154999986954,3393,353395,0,350,Future Primitive Brewing (Kc790) @ 9832 14Th Ave S Seattle,Future Primitive Brewing (Kc790),1600 MELROSE AVE,98122,Seattle,(206) 819-2241,Mobile Food Unit,III, , , , ," 
"
-122.287739999949,47.294279998892,3394,353396,0,350,Fwps Elementary School #24,Fwps Elementary School No 24,3600 S 344TH WAY,98001,Federal Way,(253) 945-5935,School Lunch Program,II, , , , ," 
"
-122.325401482824,47.6760554410541,3395,353397,0,350,G & F Grocery,G & F Grocery,300 NE 65TH ST,98115,Seattle,(206) 579-9690,Grocery Store-no seating,I, , , , ," 
"
-122.170517804453,47.7100786709039,3396,353398,0,350,G Deli,G Deli,12723 NE 124TH ST,98034,Kirkland,(425) 829-9761,Seating 13-50,III, , , , ," 
"
-122.334427600121,47.6165586390444,3397,353399,0,350,Gabagool,Gabagool,1915 TERRY AVE,98101,Seattle,(704) 328-5090,Seating 151-250,III, , , , ," 
"
-122.354824197473,47.6914189101294,3398,353400,0,350,Gainsbourg,Gainsbourg,8550 GREENWOOD AVE N,98103,Seattle,(206) 781-2224,Seating 13-50,III, , , , ," 
"
-122.350169999843,47.6515699989,3399,353401,0,350,Galaxy Rune,Galaxy Rune,3601 FREMONT AVE N,98103,Seattle,(206) 313-9776,Seating 13-50,III, , , , ," 
"
-122.294762998625,47.311778999465,3400,353402,0,350,Gallucci'S Catering,Gallucci'S Catering,32275 32ND AVE S,98001,Federal Way,(253) 324-4427,Caterer,III, , , , ," 
"
-122.369415000114,47.6625925793468,3401,353403,0,350,Galos Ballard Llc,Galos Ballard Llc,907 NW BALLARD WAY,98107,Seattle,(425) 931-5974,Seating 51-150,III, , , , ," 
"
-122.2774595297,47.5495652779922,3402,353404,0,350,Gambia International,Gambia International,5903 RAINIER AVE S,98118,Seattle,(206) 764-4942,Meat/Sea Food,III, , , , ," 
"
-122.207193645468,47.721582906742,3403,353405,0,350,"Game Neighborhood Grill & Bar; The","Game Neighborhood Grill & Bar; The",13510 100TH AVE NE,98034,Kirkland,(425) 820-6955,Seating 51-150,III, , , , ," 
"
-122.334207376411,47.6118525263713,3404,353406,0,350,Gameworks,Gameworks,1511 7TH AVE,98101,Seattle,(206) 521-9290,Seating 51-150,III, , , , ," 
"
-122.310028397023,47.6621172688299,3405,353407,0,350,Gamma Phi Beta,Gamma Phi Beta,4529 17TH AVE NE,98105,Seattle,(425) 641-5074,Seating 51-150,III, , , , ," 
"
-122.320517081632,47.6114718762049,3406,353408,0,350,Garage,Garage,1130 BROADWAY AVE,98122,Seattle,(206) 322-2296,Seating > 250,III, , , , ," 
"
-122.094389999304,47.6694099990307,3407,353409,0,350,Garage 98 Llc,Garage 98 Llc,11251 120TH AVE NE STE 110,98033,Kirkland,(425) 436-1483,Seating 0-12,II, , , , ," 
"
-122.336759897677,47.6229241395339,3408,353410,0,350,Garage Cafe,Garage Cafe,440 TERRY AVE N,98109,Seattle,(704) 328-5090,Seating 151-250,III, , , , ," 
"
-122.226384225861,47.3103906836403,3409,353411,0,350,Garcia'S Mexican Restaurant,Garcia'S Mexican Restaurant,321 AUBURN WAY N,98002,Auburn,(253) 397-4329,Seating 151-250,III, , , , ," 
"
-122.296085520145,47.7184138822943,3410,353412,0,350,Garcia'S Video,Garcia'S Video,12335 LAKE CITY WAY NE,98125,Seattle,(206) 372-6489,Grocery Store-no seating,I, , , , ," 
"
-122.14845600192,47.7662299989545,3411,353413,0,350,Gard Vintners - Tasting Room/Variance,Gard Vintners - Tasting Room/Variance,19151 144TH AVE NE UNIT D,98072,Woodinville,(509) 989-6029,Limited Food Services,, , , , ," 
"
-122.323016240478,47.4079146791138,3412,353414,0,350,Gardens @ Wesley Homes Des Moines,Gardens @ Wesley Homes Des Moines,815 S 216TH ST,98198,Des Moines,(206) 870-1100,Seating 51-150,III, , , , ," 
"
-122.301826589157,47.6051293319467,3413,353415,0,350,Garfield High School / Cafeteria,Garfield High School,400 23RD AVE,98122,Seattle,,School Lunch Program,II, , , , ," 
"
-122.201166237062,47.6114083717793,3414,353416,0,350,Garlic Crush,Garlic Crush,102 BELLEVUE WAY NE,98004,Bellevue,(425) 455-4355,Seating 13-50,III, , , , ," 
"
-122.360221829702,47.5225312699315,3415,353417,0,350,Gas And Smoke  Depot,Gas And Smoke  Depot,9001 DELRIDGE WAY SW,98106,Seattle,(206) 767-3282,Grocery Store-no seating,I, , , , ," 
"
-121.982108711195,47.1996287000635,3416,353418,0,350,Gas N Grab,Gas N Grab,320 GRIFFIN AVE,98022,Enumclaw,(360) 625-8180,Seating 0-12,III, , , , ," 
"
-122.0587283493,47.5439865763443,3417,353419,0,350,Gaslamp Bar & Grill,Gaslamp Bar & Grill,1315 NW MALL ST,98027,Issaquah,(206) 948-4080,Seating 51-150,III, , , , ," 
"
-122.188236880524,47.6022729592835,3418,353420,0,350,Gateway Deli,Gateway Deli,11400 SE 8TH ST STE 150,98004,Bellevue,,Seating 0-12,III, , , , ," 
"
-121.876898472146,47.5291820744694,3419,353421,0,350,Gateway Gas & Deli,Gateway Gas & Deli,8030 DOUGLAS AVE SE,98065,Snoqualmie,(425) 292-0934,Seating 0-12,III, , , , ," 
"
-122.384849580365,47.5368003686781,3420,353422,0,350,Gatewood Bed & Breakfast,The Gatewood Bed & Breakfast,7446 GATEWOOD RD SW,98136,Seattle,(206) 510-3367,Bed and Breakfast,I, , , , ," 
"
-122.38849817052,47.5402508666454,3421,353423,0,350,Gatewood Elementary,Gatewood Elementary,4320 SW MYRTLE ST,98136,Seattle,,School Lunch Program,II, , , , ," 
"
-122.228392733061,47.4080414397988,3422,353424,0,350,Gator'S - Pasquale'S,Gator'S Sports Bar & Grill,21609 84TH AVE S,98032,Kent,(253) 437-0362,Seating 51-150,III, , , , ," 
"
-122.334702420524,47.6230214189253,3423,353425,0,350,Gautam Foods Llc,Gautam Foods Llc,429 FAIRVIEW AVE N,98109,Seattle,(206) 478-0844,Seating 13-50,III, , , , ," 
"
-122.336714993516,47.6089927587435,3424,353426,0,350,Gelatiamo,Gelatiamo,1400 3RD AVE,98101,Seattle,(206) 467-9563,Seating 13-50,II, , , , ," 
"
-122.05755722959,47.5465087947532,3425,353427,0,350,Gemini Fish Market,Gemini Fish Market,1410-B NW GILMAN BL,98027,Issaquah,(425) 961-0741,Seating 0-12,III, , , , ," 
"
-122.334474969374,47.5990203294348,3426,353429,0,350,General Porpoise Coffee & Doughnuts,General Porpoise Coffee & Doughnuts,401 1ST AVE S,98104,Seattle,(206) 679-0069,Seating 13-50,I, , , , ," 
"
-122.318828903057,47.6131410593671,3427,353430,0,350,General Porpoise Doughnuts,General Porpoise Doughnuts,1020 E UNION ST,98122,Seattle,(206) 900-8770,Seating 13-50,I, , , , ," 
"
-122.293300281884,47.6621684186407,3428,353431,0,350,General Porpoise Doughnuts & Coffee,General Porpoise Doughnuts & Coffee,4520 UNION BAY PL NE,98105,Seattle,(206) 799-9890,Seating 0-12,II, , , , ," 
"
-122.396916998762,47.5652859988649,3429,353432,0,350,Genesee Hill School,Genesee Hill School,5013 SW DAKOTA ST,98116,Seattle,(206) 252-0697,School Lunch Program,II, , , , ," 
"
-122.057555308406,47.5465111686744,3430,353428,0,350,Gemini Fish Too Kc448 @ 1410 Nw Gilman Blvd Ste B Issaquah,Gemini Fish Too Kc448,1410 NW GILMAN BL,98027,Issaquah,(425) 961-0741,Mobile Food Unit,III, , , , ," 
"
-122.28639646915,47.5639086582165,3431,353433,0,350,Genesee Shell & Mini Mart,Genesee Shell & Mini Mart,3611 S GENESEE ST,98118,Seattle,,Seating 0-12,III, , , , ," 
"
-122.213304000418,47.4705059995019,3432,353434,0,350,Genki Sushi,Genki Sushi,365 S GRADY WAY,98057,Renton,(808) 523-3315,Seating 51-150,III, , , , ," 
"
-122.205737953015,47.6756699731372,3433,353435,0,350,George'S Place,George'S Place,108 KIRKLAND AVE,98033,Kirkland,(425) 827-6622,Seating 51-150,III, , , , ," 
"
-122.326901801606,47.6084003561884,3434,353436,0,350,George'S Sausage & Deli,George'S Sausage & Deli,907 MADISON ST,98104,Seattle,,Seating 0-12,III, , , , ," 
"
-122.319596048762,47.5513979289932,3435,353437,0,350,"Georgetown Ballroom Seattle; Llc",Georgetown Ballroom,5625 AIRPORT WAY S,98108,Seattle,(206) 963-3053,Seating 51-150,III, , , , ," 
"
-122.325745621694,47.5553272093604,3436,353438,0,350,Georgetown Brewing Company,Georgetown Brewing Company,5200 DENVER AVE S,98108,Seattle,(206) 766-8055,Seating 51-150,I, , , , ," 
"
-122.321194786936,47.5532480021943,3437,353439,0,350,Georgetown Liquor Company,Georgetown Liquor Company,5501-B AIRPORT WAY S,98108,Seattle,(562) 805-5508,Seating 13-50,III, , , , ," 
"
-122.321092058837,47.5471205561585,3438,353440,0,350,Georgetown Shell,Georgetown Shell,6200 CORSON AVE S,98108,Seattle,(206) 767-6200,Seating 0-12,III, , , , ," 
"
-122.312856248195,47.687206789176,3439,353441,0,350,Georgia'S Greek Restaurant,Georgia'S Greek Restaurant,8009 LAKE CITY WAY NE,98115,Seattle,(206) 783-1228,Seating 0-12,III, , , , ," 
"
