FULLNAME,TITLE,THEME,UPDATEFREQ,FIRSTADDED_OPENDATA,LASTPOSTED_SDW,WHENREFRESHED_OPENDATA,SHAPEFILE
trans_network_line,Metro Transportation Network (TNET) in King County,transportation,Daily,20160929,20230201,20230208,YES
trans_network_bike_line,Metro Transportation Network (TNET) in King County for Bicycle Mode,transportation,Daily,20171108,20230201,20230208,YES
trans_network_bus_line,Metro Transportation Network (TNET) in King County for Bus Mode,transportation,Daily,20171108,20230201,20230208,YES
trans_network_car_line,Metro Transportation Network (TNET) in King County for Car Mode,transportation,Daily,20171108,20230201,20230208,YES
trans_network_equest_line,Metro Transportation Network (TNET) in King County for Equestrian Mode,transportation,Daily,20181025,20230201,20230208,YES
trans_network_ferry_line,Metro Transportation Network (TNET) in King County for Ferry Mode,transportation,Daily,20181005,20230125,20230208,YES
trans_network_ped_line,Metro Transportation Network (TNET) in King County for Pedestrian Mode,transportation,Daily,20171108,20230125,20230208,YES
trans_network_rail_line,Metro Transportation Network (TNET) in King County for Railway Mode,transportation,Daily,20181005,20230125,20230208,YES
trans_tlink_tmode,Metro Transportation Network (TNET) Modes in King County,transportation,Daily,20181029,20230201,20230208,YES
transit_centers_point,King County Metro Transit Centers ,transportation,As needed,20171207,20140729,20140729,YES
transit_planning_boundaries_area,Metro Transit Planning Boundaries in King County,transportation,As needed,20171207,20130205,20130205,YES
transit_police_districts_area,Transit Police Districts in King County,transportation,As needed,20181025,20190912,20190918,YES
transit_reroutes_line,Metro Transit Reroutes in King County,transportation,Annually,20171207,20230201,20230208,YES
transitroute_line,King County Metro Routes ,transportation,Continually,20171121,20230201,20230208,YES
transitstop_point,King County Metro Stops,transportation,Daily,20171121,20230201,20230208,YES
trashrack_point,Trashrack maintained by King County Roads Division,transportation,Update Frequency not available,20171207,20230206,20230208,YES
travelshed_area,Maint.ROADS.TRAVELSHED_area,transportation,Update Frequency not available,20171207,20170320,20170320,YES
tribal_lands_area,Tribal Reservation Lands in or Adjacent to King County,politicl,As needed,20160502,20200127,20200116,YES
trolley_line,Title not available,transportation,Update Frequency not available,20171207,20221012,20221019,YES
tsp_signal_point,King County Metro Signal,transportation,Continually,20171121,20230201,20230208,YES
tunnel_area,Metro Tunnel in King County,transportation,Irregular,20171207,20201209,20201209,YES
uac_area,Unincorporated Area Councils,planning,As needed,20160929,20150626,20150626,YES
uplowtribbas_area,Critical Areas Ordinance Basin Delineations,hydro,None planned,20171108,20130110,20130110,YES
urban_growth_area,Urban Growth Areas for King County,planning,Annually,20160929,20210805,20210922,YES
urban_growth_1994_area,Urban Growth Area Designation; Historic 1994,planning,None planned,20171207,20220520,20220525,YES
urban_separator_area,Urban Separators under King County Countywide Planning Policies,planning,As needed,20171207,20171122,20171122,YES
veterans_human_services_levy_point,Title not available,pubsafe,Update Frequency not available,20160929,20170630,20170630,YES
votdst_area,Voting Districts of King County,district,As needed,20160919,20221101,20221102,YES
votdst_area_2001,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2002,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2003,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2004,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2005,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2006,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2007,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2008,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2009,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2010,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2011,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2012,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2013,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2014,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2015,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2016,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2017,Title not available,district,Update Frequency not available,20181029,99999999,20181108,NULL
votdst_area_2018,Title not available,district,Update Frequency not available,20190315,99999999,20190320,NULL
votdst_area_2019,Title not available,district,Update Frequency not available,20220201,99999999,20220202,NULL
votdst_area_2020,Title not available,district,Update Frequency not available,20220201,99999999,20220202,NULL
votdst_area_2021,Title not available,district,Update Frequency not available,20220201,99999999,20220202,NULL
wadohehdindex_area,WADOH Environmental Health Disparities Index Calculated for King County,census,As needed,20210708,20211026,20211027,NO
washco_area,Washington Counties (no water),politicl,As needed,20160929,20161221,20161221,YES
washsh_area,Washington Counties with Natural Shoreline,politicl,As needed,20160929,20161221,20161221,YES
waste_hauler_service_area,Waste Hauler Service Areas,utility,As needed,20171297,20230118,20230208,YES
wetland_all_area,All Wetlands in King County ,enviro,None planned,20171121,20121201,20121201,YES
wetlands_area,Wetlands defined from Critical Area Ordinance surveys in King County,enviro,As needed,20160502,20170510,20170510,YES
wildnet96_line,Wildlife Habitat Network,enviro,None planned,20160920,20130109,20130109,YES
wsdst_area,Water and Sewer Districts of King County,district,As needed,20160919,20220830,20220831,YES
wtdflowbsn_area,Wastewater Flow Basins: Flow Direction of The Service Area,utility,None planned,20160930,20190924,20190925,YES
wtdserv_all_area,Wastewater Service Area: Includes All Water Bodies ,utility,As needed,20160930,20190912,20190918,YES
wtdserv_general_area,Wastewater Service Area: Large Lakes Removed from Coverage,utility,None planned,20171207,20190912,20190918,YES
wtr_serv_area,Water Service Area,utility,Irregular,20171003,20191120,20191204,YES
wtrbdy_area,Open water for King County and portions of adjacent counties,hydro,Annually,20160922,20210617,20210623,YES
wtrbdy_det_area,Water Body Details,hydro,Biannually,20160922,20180524,20180524,YES
wtrcrs_line,Rivers and Streams in King County,hydro,As needed,20160502,20210508,20210512,YES
wtrdst_area,Water Districts of King County,district,As needed,20160919,20221101,20221102,YES
wtrsamp_point,Water Sampling sites,hydro,Daily,20171108,20230207,20230208,YES
zipcode_area,Zipcodes for King County and Surrounding Area,admin,As needed,20160919,20221221,20221228,YES
zipcode_all_point,maint.GISC.zipcode_all_point,admin,Update Frequency not available,20171207,20221221,20221228,YES
zipcode_shore_area,Zipcodes for King County and Surrounding Area,admin,As needed,20160919,20221221,20221228,YES
zoning_area,Zoning for Unincorporated King County,planning,As needed,20160929,20221028,20221102,YES
